Accession,Species,Length,Sequence_Type,Protein,Host,Isolation_Source,Collection_Date
QTC55159.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC55183.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC09567.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC09579.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC09591.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC09603.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC09662.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC09686.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC09698.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC09710.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QTC09722.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QSY45816.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QSY46313.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QSY46385.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
QSY46397.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-01
UFY01263.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QYF59201.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QYF59213.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY13720.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35505.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35553.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35565.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35577.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35589.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35601.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35613.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35625.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35649.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35673.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35685.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35709.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35721.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35769.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35792.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35804.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35863.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35875.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35887.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35899.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35911.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35923.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35958.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35982.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY35994.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY36006.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY36090.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY36102.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY36724.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY36820.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY36832.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY36856.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY77713.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY77737.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY77749.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY77761.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY77785.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY77809.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY77953.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXY78300.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXT23182.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXN16887.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXN16983.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXJ70265.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QXJ70289.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QVV40964.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QVQ65206.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QVN48298.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QUQ91672.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTP76992.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTK04152.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTF13366.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC54014.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC05409.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19672.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19684.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19719.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19743.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19767.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19791.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19803.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19827.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19874.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19921.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC19945.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QTC20052.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QSY46637.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-02
QYF55168.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QYF55370.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY14352.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY22313.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY35946.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36018.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36030.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36042.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36078.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36138.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36210.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36234.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36258.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36282.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36294.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36306.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36414.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36498.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36522.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36534.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36546.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36558.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36570.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36582.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36616.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36628.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36664.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36676.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36736.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36760.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36784.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36868.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY36880.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY77977.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY78024.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QXY78048.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QWM88489.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QWM88765.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVM15969.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVM16002.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVM16062.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVM16217.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVM16229.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVM16287.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVM16323.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVM16357.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVG78127.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QVG78199.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QUQ91349.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QUA33892.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QUA34084.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QUA35298.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QUA35847.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QUA38127.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTY20378.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTW52309.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTW52321.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTW52333.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTW52345.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTW52357.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTW52369.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTQ45909.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTF13222.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC54278.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC54302.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC54350.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC54385.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC54469.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC54589.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTD18156.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05421.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05433.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05469.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05481.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05493.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05505.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05517.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05529.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05541.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05565.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC05577.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC19696.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC19969.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC20040.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QTC20075.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QSY46589.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-03
QYF55346.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QYF55394.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY17050.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY36162.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY36174.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY36330.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY36354.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY36366.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY36378.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY36892.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY37344.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY37356.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY38085.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY78072.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY78084.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY78120.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QXY78132.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QWY95227.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QVV41120.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QVN47433.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QVI03887.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QUQ91648.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QUJ33302.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTZ82255.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTZ82303.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTZ82339.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTZ82351.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTW52381.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTW52393.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
QTW52441.1,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,surface glycoprotein,Homo sapiens,oronasopharynx,2021-03-04
